code;artikul;vendor;gname;description;EAN;sprice;warr;warrunit;width;height;depth;weight;volume;ukt zed;rrp_uah;prp_uah;stock;warehouse1;amount;images
R00000049862;R00000049862;Richman;Крісло Richman Альберто Хром П1 M-1 (Tilt) Роккі 100;Крісло Richman Альберто Хром поєднує сучасний стиль з функціональністю, ідеально підходячи для будь-якого офісу або кабінету. Ергономічне сидіння і висока спинка забезпечують комфорт під час тривалої роботи, а оббивка з екошкіри або тканини дозволяє вибрати найбільш підходящий варіант. Металеві хромовані підлокітники з вигнутою формою додають зручності, а хромована хрестовина з прогумованими роликами забезпечує безшумний та безпечний рух.;3000000492017;7470;18;2;95;65;70;22;0.43;9401;12264;11652;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-chornij-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-chornij-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-chornij-03-optimized.jpg
R00000049863;R00000049863;Richman;Крісло Richman Альберто Хром П1 M-1 (Tilt) Титан Фірензе;Крісло Richman Альберто Хром поєднує сучасний стиль з функціональністю, ідеально підходячи для будь-якого офісу або кабінету. Ергономічне сидіння і висока спинка забезпечують комфорт під час тривалої роботи, а оббивка з екошкіри або тканини дозволяє вибрати найбільш підходящий варіант. Металеві хромовані підлокітники з вигнутою формою додають зручності, а хромована хрестовина з прогумованими роликами забезпечує безшумний та безпечний рух.;3000000498644;7656;18;2;95;65;70;22;0.43;9401;12570;11946;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-titan-firenze-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-titan-firenze-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-titan-firenze-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-titan-firenze-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-titan-firenze-05-optimized.jpg
R00000049864;R00000049864;Richman;Крісло Richman Альберто Хром П1 M-1 (Tilt) Флай 2230;Крісло Richman Альберто Хром поєднує сучасний стиль з функціональністю, ідеально підходячи для будь-якого офісу або кабінету. Ергономічне сидіння і висока спинка забезпечують комфорт під час тривалої роботи, а оббивка з екошкіри або тканини дозволяє вибрати найбільш підходящий варіант. Металеві хромовані підлокітники з вигнутою формою додають зручності, а хромована хрестовина з прогумованими роликами забезпечує безшумний та безпечний рух.;3000000498651;7470;18;2;95;65;70;22;0.43;9401;12264;11652;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-chornij-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-chornij-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-alberto-komplektacziya-hrom-chornij-03-optimized.jpg
R00000049865;R00000049865;Richman;Крісло Richman Альберто Хром П1 M-1 (Tilt) Флай 2233;Крісло Richman Альберто Хром поєднує сучасний стиль з функціональністю, ідеально підходячи для будь-якого офісу або кабінету. Ергономічне сидіння і висока спинка забезпечують комфорт під час тривалої роботи, а оббивка з екошкіри або тканини дозволяє вибрати найбільш підходящий варіант. Металеві хромовані підлокітники з вигнутою формою додають зручності, а хромована хрестовина з прогумованими роликами забезпечує безшумний та безпечний рух.;3000000498668;7470;18;2;95;65;70;22;0.43;9401;12264;11652;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2024/08/krislo-alberto-hrom-p1-m-1-flaj-2233-progumovani-kolesa-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/krislo-alberto-hrom-p1-m-1-flaj-2233-progumovani-kolesa_1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/krislo-alberto-hrom-p1-m-1-flaj-2233-progumovani-kolesa_2-optimized.jpg
IM0000039;IM0000039;Richman;Крісло Richman Аризона Хром M-1 (Tilt) Чорний;Крісло Richman Аризона - це сучасна модель з елегантним дизайном, яка ідеально впишеться в будь-яку робочу зону. Його комфортне м'яке сидіння та висока ергономічна спинка забезпечують оптимальну підтримку та розслаблення, а якісна оббивка екошкірою та зручні підлокітники додають комфорту під час роботи або відпочинку.;3000000080153;4824;18;2;75;33;58;17;0.14;9401390000;8178;7524;1;43;43;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-05-optimized.jpg
R00000024551;R00000024551;Richman;Крісло Richman Аризона Ю Пластик M-1 (Tilt) Флай 2230;Крісло Richman Аризона Ю - це сучасна модель з елегантним дизайном, яка ідеально впишеться в будь-яку робочу зону. Його комфортне м'яке сидіння та висока ергономічна спинка забезпечують оптимальну підтримку та розслаблення, а якісна оббивка екошкірою та зручні підлокітники додають комфорту під час роботи або відпочинку.;3000000245521;5346;18;2;59;36;79;14;0.17;9401;8772;8334;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/11/kreslo-aryzona-yu-komplektaczyya-plastyk-flaj-2230-0-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/kreslo-aryzona-yu-komplektaczyya-plastyk-flaj-2230-0-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/kreslo-aryzona-yu-komplektaczyya-plastyk-flaj-2230-0-3-optimized.jpg
R00000049866;R00000049866;Richman;Крісло Richman Аризона Ю Хром П2 M-1 (Tilt) Мадрас ДК Браун;Крісло Richman Аризона Ю - це сучасна модель з елегантним дизайном, яка ідеально впишеться в будь-яку робочу зону. Його комфортне м'яке сидіння та висока ергономічна спинка забезпечують оптимальну підтримку та розслаблення, а якісна оббивка екошкірою та зручні підлокітники додають комфорту під час роботи або відпочинку.;3000000498675;6564;18;2;59;36;79;14;0.17;9401;10770;10236;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2024/08/krislo-aryzona-yu-hrom-p2-m-1-madras-dk.-braun-progumovani-kolesa-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/krislo-aryzona-yu-hrom-p2-m-1-madras-dk.-braun-progumovani-kolesa_2-optimized.jpg
R00000049283;R00000049283;Richman;Крісло Richman Аризона Ю Хром П2 M-1 (Tilt) Флай 2230;Крісло Richman Аризона Ю - це сучасна модель з елегантним дизайном, яка ідеально впишеться в будь-яку робочу зону. Його комфортне м'яке сидіння та висока ергономічна спинка забезпечують оптимальну підтримку та розслаблення, а якісна оббивка екошкірою та зручні підлокітники додають комфорту під час роботи або відпочинку.;2800000278090;6078;18;2;59;36;79;14;0.17;9401;9972;9474;1;5;5;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-arizona-chornij-03-optimized.jpg
R00000037143;R00000037143;Richman;Крісло Richman Атлант Пластик M-1 (Tilt) Флай 2230;Крісло Richman Атлант Пластик відрізняється сучасним і елегантним дизайном, ідеально підходящим для офісу або домашнього кабінету. Ергономічна конструкція з вигнутою спинкою, підтримками для спини і попереку, а також підголівником забезпечує комфорт і підтримку для правильного положення під час роботи. Оббивка з екошкіри або тканини пропонує практичність і стиль, а пластикові підлокітники і хрестовина з прогумованими роликами забезпечують комфортний і безшумний рух.;2800000187361;4056;18;2;59;36;79;19;0.17;9401;6654;6324;1;13;13;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-08-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-novi-pidlokitniki-flaj-2230-05-optimized.jpg
R00000055706;R00000055706;Richman;Крісло Richman Атлант Пластик M-1 (Tilt) Флай 2231;Крісло Richman Атлант Пластик — це сучасне та зручне рішення для офісу або домашнього кабінету, створене з урахуванням ергономіки. Завдяки вигнутій спинці, підголовнику та підтримці попереку воно сприяє правильній поставі та зменшує навантаження на хребет. Модель витримує до 120 кг і може бути оббита екошкірою або тканиною. Пластикові підлокітники та міцна хрестовина з роликами забезпечують комфорт і мобільність на будь-якому покритті. Це практичне крісло стане надійним помічником у щоденній роботі.;2800000066727;4056;18;2;59;36;79;19;0.17;9401390000;6654;6324;1;1;1;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-flaj-2231-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-flaj-2231-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-flaj-2231-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-flaj-2231-04-optimized.jpg
R00000013253;R00000013253;Richman;Крісло Richman Атлант Пластик Річ M-1 (Tilt) Лорд 21 + 14;Крісло Richman Атлант Пластик Річ поєднує сучасний і елегантний дизайн, ідеально підходячи для офісів і домашніх кабінетів. Ергономічна спинка, підтримки для спини і попереку, а також підголівник забезпечують комфорт і правильну поставу. Оббивка з екошкіри або тканини дозволяє вибрати практичний варіант для будь-якого інтер’єру, а пластикові підлокітники з м’якими накладками і хрестовина з прогумованими роликами забезпечують зручність і безшумний рух.;2800000132545;4182;18;2;59;36;79;19;0.17;9401;7086;6522;1;14;14;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-lord-21-14-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-lord-21-14-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-lord-21-14-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-lord-21-14-05-optimized.jpg
R00000048089;R00000048089;Richman;Крісло Richman Атлант Пластик Річ M-1 (Tilt) Місті Грей + Беж;Комфортне та стильне крісло Richman Атлант Пластик Річ призначене для домашнього кабінету або офісу, забезпечуючи правильну поставу та зменшуючи навантаження на м’язи і хребет. Його спинка з вигнутою формою та інтегрованою підтримкою спини та попереку забезпечує ергономічність. Крісло має високу міцність до 120 кг і може бути обтягнуте екошкірою або тканиною, ідеально підійде для будь-якого інтер’єру. Також воно оснащене зручними пластиковими підлокітниками та гумовими роликами для безшумного переміщення.;2800000248802;4338;18;2;59;36;79;19;0.17;9401;7350;6762;1;14;14;https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-plastyk-m-1-misti-grej-misti-bezh-2-optimized.jpg
R00000024879;R00000024879;Richman;Крісло Richman Атлант Пластик Річ M-1 (Tilt) Місті Шоколад + Бежевий;Крісло Richman Атлант Пластик Річ поєднує сучасний і елегантний дизайн, ідеально підходячи для офісів і домашніх кабінетів. Ергономічна спинка, підтримки для спини і попереку, а також підголівник забезпечують комфорт і правильну поставу. Оббивка з екошкіри або тканини дозволяє вибрати практичний варіант для будь-якого інтер’єру, а пластикові підлокітники з м’якими накладками і хрестовина з прогумованими роликами забезпечують зручність і безшумний рух.;2800000248802;4476;18;2;59;36;79;19;0.17;9401;7350;6984;1;6;6;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-08-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-misti-shokolad-misti-bezhevij-10-optimized.jpg
R00000011715;R00000011715;Richman;Крісло Richman Атлант Пластик Річ M-1 (Tilt) Флай 2230 + 2210;Крісло Richman Атлант пропонує сучасний та стильний дизайн, ідеально підходить для офісу або домашнього робочого простору, з фокусом на забезпечення комфорту та здорової постави користувача. Воно розроблене з урахуванням ергономіки, спрямоване на зменшення навантаження на м'язи та спину завдяки своїй спеціальній конструкції з вигнутою спинкою, вбудованими підтримками для спини та попереку, а також зручним підголовником. Це крісло має комфортне сидіння з високою спинкою, яке може безпроблемно підтримувати вагу до 120 кг.;2800000117160;4320;18;2;59;36;79;19;0.17;9401;7086;6732;1;8;8;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2210-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2210-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2210-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2210-05-optimized.jpg
R00000009059;R00000009059;Richman;Крісло Richman Атлант Пластик Річ M-1 (Tilt) Флай 2230 + 2227;Крісло Richman Атлант пропонує сучасний та стильний дизайн, ідеально підходить для офісу або домашнього робочого простору, з фокусом на забезпечення комфорту та здорової постави користувача. Воно розроблене з урахуванням ергономіки, спрямоване на зменшення навантаження на м'язи та спину завдяки своїй спеціальній конструкції з вигнутою спинкою, вбудованими підтримками для спини та попереку, а також зручним підголовником. Це крісло має комфортне сидіння з високою спинкою, яке може безпроблемно підтримувати вагу до 120 кг.;2800000090609;4320;18;2;59;36;79;19;0.17;9401;7086;6732;1;4;4;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2227-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2227-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2227-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-flaj-2230-2227-05-optimized.jpg
R00000013232;R00000013232;Richman;Крісло Richman Атлант Пластик Річ M-1 (Tilt) Флай 2230 + 2240;Крісло Richman Атлант Пластик Річ поєднує сучасний і елегантний дизайн, ідеально підходячи для офісів і домашніх кабінетів. Ергономічна спинка, підтримки для спини і попереку, а також підголівник забезпечують комфорт і правильну поставу. Оббивка з екошкіри або тканини дозволяє вибрати практичний варіант для будь-якого інтер’єру, а пластикові підлокітники з м’якими накладками і хрестовина з прогумованими роликами забезпечують зручність і безшумний рух.;2800000132330;4134;18;2;59;36;79;19;0.17;9401;7086;6450;1;18;18;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-madrid-9100-flaj-2240-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-madrid-9100-flaj-2240-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-madrid-9100-flaj-2240-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-plastik-rich-madrid-9100-flaj-2240-05-optimized.jpg
R00000047953;R00000047953;Richman;Крісло Richman Атлант Пластик Річ М-1 (Tilt) Флай 2230 + 2207;Крісло Richman Атлант Пластик Річ поєднує сучасний і елегантний дизайн, ідеально підходячи для офісів і домашніх кабінетів. Ергономічна спинка, підтримки для спини і попереку, а також підголівник забезпечують комфорт і правильну поставу. Оббивка з екошкіри або тканини дозволяє вибрати практичний варіант для будь-якого інтер’єру, а пластикові підлокітники з м’якими накладками і хрестовина з прогумованими роликами забезпечують зручність і безшумний рух.;2800000248802;4320;18;2;59;36;79;19;0.17;9401;7086;6732;1;9;9;https://richmangroup.com.ua/rd/xml-video/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE%20%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%20%D0%A0%D1%96%D1%87%20%D0%9C-1%20%D0%A4%D0%BB%D0%B0%D0%B9%202230%20%2B%202207.jpg
R00000045688;R00000045688;Richman;Крісло Richman Атлант Хром M-1 (Tilt) Місті ДК Грей;Крісло Richman Атлант Хром - сучасна модель, призначена для офісу або домашнього кабінету, з фокусом на забезпечення комфорту та правильної підтримки тіла. Його дизайн спрямований на зменшення навантаження на м'язи та хребет завдяки ергономічній формі спинки та підтримці спини та попереку.;3000000456897;5304;18;2;59;36;79;19;0.17;9401;8706;8274;1;0;0;https://richmangroup.com.ua/rd/xml-video/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE_%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82_%D0%A5%D0%A0%D0%9E%D0%9C_%D0%9C%D1%96%D1%81%D1%82%D1%96_%D0%94%D0%9A_%D0%93%D1%80%D0%B5%D0%B9_2.jpg, https://richmangroup.com.ua/rd/xml-video/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE_%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82_%D0%A5%D0%A0%D0%9E%D0%9C_%D0%9C%D1%96%D1%81%D1%82%D1%96_%D0%94%D0%9A_%D0%93%D1%80%D0%B5%D0%B9_1.jpg
R00000046486;R00000046486;Richman;Крісло Richman Атлант Хром M-1 (Tilt) Місті Шоколад;Крісло Richman Атлант Хром - сучасна модель, призначена для офісу або домашнього кабінету, з фокусом на забезпечення комфорту та правильної підтримки тіла. Його дизайн спрямований на зменшення навантаження на м'язи та хребет завдяки ергономічній формі спинки та підтримці спини та попереку.;3000000464878;5304;18;2;59;36;79;19;0.17;9401;8706;8274;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-13-optimized.jpg
R00000046487;R00000046487;Richman;Крісло Richman Атлант Хром M-1 (Tilt) Місті Шоколад;Крісло Richman Атлант Хром - сучасна модель, призначена для офісу або домашнього кабінету, з фокусом на забезпечення комфорту та правильної підтримки тіла. Його дизайн спрямований на зменшення навантаження на м'язи та хребет завдяки ергономічній формі спинки та підтримці спини та попереку.;3000000464885;5304;18;2;59;36;79;19;0.17;9401;8706;8274;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/11/krislo-atlant-komplektacziya-hrom-m-2-misti-shokolad-8-optimized.jpg
R00000046749;R00000046749;Richman;Крісло Richman Атлант Хром M-2 (Anyfix) Флай 2230 + 2210;Крісло Richman Атлант Хром - сучасна модель, призначена для офісу або домашнього кабінету, з фокусом на забезпечення комфорту та правильної підтримки тіла. Його дизайн спрямований на зменшення навантаження на м'язи та хребет завдяки ергономічній формі спинки та підтримці спини та попереку.;3000000467503;5496;18;2;59;36;79;19;0.17;9401;9018;8568;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-chervonyj-10-optimized.jpg
R00000046751;R00000046751;Richman;Крісло Richman Атлант Хром M-2 (Anyfix) Флай 2230 + 2240;Крісло Richman Атлант Хром - сучасна модель, призначена для офісу або домашнього кабінету, з фокусом на забезпечення комфорту та правильної підтримки тіла. Його дизайн спрямований на зменшення навантаження на м'язи та хребет завдяки ергономічній формі спинки та підтримці спини та попереку.;3000000467527;5496;18;2;59;36;79;19;0.17;9401;9018;8568;1;1;1;https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-zhovtyj-10-optimized.jpg
R00000049541;R00000049541;Richman;Крісло Richman Атлант Хром П1 M-1 (Tilt) Флай 2230;Крісло Richman Атлант Хром - сучасне й елегантне рішення для офісу або домашнього кабінету, яке забезпечує максимальний комфорт і ергономіку. Завдяки вигнутій спинці, підтримкам для спини та попереку, і ергономічному підголовнику, це крісло сприяє правильній поставі та зменшує навантаження на м’язи та хребет. Хромовані підлокітники з м’якими накладками та хрестовина з прогумованими роликами додають комфорту і дозволяють безшумно пересуватися. Оббивка доступна з екошкіри або тканини, що робить це крісло практичним і стильним вибором для будь-якого інтер’єру.;3000000492222;5136;18;2;59;36;79;19;0.17;9401390000;8430;8010;1;8;8;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-hrom-flaj-2230-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-hrom-flaj-2230-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-hrom-flaj-2230-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-hrom-flaj-2230-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-atlant-komplektacziya-hrom-flaj-2230-05-optimized.jpg
R00000046664;R00000046664;Richman;Крісло Richman Атлант Хром П1 M-1 (Tilt) Флай 2230 + 2207;Крісло Richman Атлант Хром - сучасна модель, призначена для офісу або домашнього кабінету, з фокусом на забезпечення комфорту та правильної підтримки тіла. Його дизайн спрямований на зменшення навантаження на м'язи та хребет завдяки ергономічній формі спинки та підтримці спини та попереку.;2800000300029;5136;18;2;59;36;79;19;0.17;9401;8430;8010;1;6;6;https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-atlant-hrom-kombo-bezh-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-bezh-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-bezh-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-bezh-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/12/krislo-atlant-hrom-kombo-bezh-7-optimized.jpg
